Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
Toronto Transit Commission,Fire Ventilation Upgrade,Fire Ventilation Upgrade- H&S,20922,36355,31895,32253,16589,13056,16650,11811,0,0,179531,CW,City Wide,Health and Safety
Toronto Transit Commission,Furniture & Office Equipment,Furniture & Office Equipment - SOGR,154,320,141,305,157,149,302,35,84,84,1731,CW,City Wide,State of Good Repair
Toronto Transit Commission,Information Technology System-Infrastructure,Computer Equipment & Software - H&S,1138,674,0,0,0,0,0,0,0,0,1812,CW,City Wide,Health and Safety
Toronto Transit Commission,Information Technology System-Infrastructure,Computer Equipment & Software - SOGR,0,0,0,3081,30002,9292,3570,3365,3494,3494,56298,CW,City Wide,State of Good Repair
Toronto Transit Commission,Information Technology System-Infrastructure,Information Tech. System-Infrastructure - SOGR,46941,68081,69094,52690,0,0,0,0,0,0,236806,CW,City Wide,State of Good Repair
Toronto Transit Commission,Information Technology System-Infrastructure,Information Tech. Systems-Infrastructure SI,4261,3533,2221,1539,0,0,0,0,0,0,11554,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Leslie Barns Streetcar Maint. & Storage Facility,Leslie Barns Streetcar Main. & Storage Facility,0,2330,7012,0,0,0,0,0,0,0,9342,CW,City Wide,State of Good Repair
Toronto Transit Commission,Line 1 Capacity Enhancement,Line 1 Capacity Enhancement- SI,30661,180627,112364,83896,126570,143282,162637,183924,120156,180894,1325011,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Line 2 Capacity Enhancement,Line 2 Capacity Enhancement- SI,10191,13595,35203,50036,31026,47079,78957,152932,77390,114686,611095,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Line 2 Capacity Enhancement,Line 2 Capacity Enhancement- SI,0,0,0,0,0,0,0,0,0,-2186,-2186,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Line 4,Line 4 - Expansion,0,3705,0,0,0,0,0,0,0,0,3705,CW,City Wide,Growth Related
Toronto Transit Commission,McNicoll Bus Garage Facility,McNicoll Bus Garage Facility - Growth,500,4864,0,0,0,0,0,0,0,0,5364,20,Scarborough Southwest,Growth Related
Toronto Transit Commission,On-Grade Paving Rehabilitation,On-Grade Paving Rehabilitation - SOGR,8235,18848,12133,4629,12220,12000,12000,12000,12000,10000,114065,CW,City Wide,State of Good Repair
Toronto Transit Commission,Other Bldgs & Structures Projects,Other Bldgs and Structures SI,0,0,0,0,0,0,0,0,0,20807,20807,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Other Bldgs & Structures Projects,Buildings and Structures - HS,737,2487,19155,25000,25804,22570,0,0,0,0,95753,CW,City Wide,Health and Safety
Toronto Transit Commission,Other Bldgs & Structures Projects,Other bldgs & structures projects - Expansion,204118,100997,25200,2823,0,0,0,0,0,0,333138,CW,City Wide,Growth Related
Toronto Transit Commission,Other Bldgs & Structures Projects,Other Buildings & Structure - Improvement,8153,4835,6707,0,0,0,0,0,0,-20807,-1112,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Other Bldgs & Structures Projects,Other Buildings & Structures Projects - SOGRS,24382,64769,55455,110371,123440,70230,19894,1609,563,548,471261,CW,City Wide,State of Good Repair
Toronto Transit Commission,Other Bldgs & Structures Projects,Other Buildings and Structures - Legislated,9856,19924,22441,2929,580,970,1580,300,0,0,58580,CW,City Wide,Legislated
Toronto Transit Commission,Other Maintenance Equipment,Other Maintenance Equipment - SOGR,0,0,191,1121,1137,1144,1173,1236,1297,1301,8600,CW,City Wide,State of Good Repair
Toronto Transit Commission,Other Maintenance Equipment,Other Maintenance Equipment - SOGR S2,1496,1091,995,0,0,0,0,0,0,0,3582,CW,City Wide,State of Good Repair
Toronto Transit Commission,Other Service Planning,Other Service Planning Expansion,0,584,0,0,0,0,0,0,0,0,584,CW,City Wide,Growth Related
Toronto Transit Commission,Other Service Planning,Other Service Planning - Improvement,5644,30528,5535,3200,3200,3100,3100,3000,2900,2800,63007,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Other Service Planning,Other Service Planning - Legislated,4358,3081,1546,0,0,0,0,0,0,0,8985,CW,City Wide,Legislated
Toronto Transit Commission,Other Service Planning,Other Service Planning - SOGR,4732,2915,1016,0,0,0,0,0,0,0,8663,CW,City Wide,State of Good Repair
Toronto Transit Commission,Power Dist./Electric Systems - Various,Power Dist./Electric Systems - Improvement,0,0,239,239,322,329,341,362,375,400,2607,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Power Dist./Electric Systems - Various,Power Dist./Electric Systems - SOGR,7177,10281,13309,14877,20341,27144,26758,19327,8497,8115,155826,CW,City Wide,State of Good Repair
Toronto Transit Commission,Power Dist./Electric Systems - Various,Power Dist./Electric Systems -H&S,177,182,186,223,197,215,206,416,437,459,2698,CW,City Wide,Health and Safety
Toronto Transit Commission,Power Dist./Electric Systems - Various,Power Dist/Electric Systems - Improvement,230,243,0,0,0,0,0,0,0,0,473,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Purchase of 360 Wheel-Trans Vehicles,Purchase of 360 Wheel-Trans Vehicle,11358,11345,0,0,0,0,0,0,0,0,22703,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchase of Rail Non-Revenue Vehicle,Purchase of Rail Non-Revenue Vehicle - Improvement,1366,4143,7765,0,0,0,0,0,0,0,13274,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Purchase of Rail Non-Revenue Vehicle,Purchase of Rail Non-Revenue Vehicle - SOGR,2691,1449,8627,4273,10466,1376,2356,3774,2594,0,37606,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchase of Streetcars,Purchase of Streetcars - GE,14926,64494,194289,87006,4217,0,0,0,0,0,364932,CW,City Wide,Growth Related
Toronto Transit Commission,Purchase of Streetcars,Purchase of Streetcars - SOGR,44959,0,0,0,0,0,0,0,0,0,44959,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchase of Subway Cars,Purchase of Subway Cars,1574,1633,21581,36551,51665,47188,1302,0,0,0,161494,CW,City Wide,Growth Related
Toronto Transit Commission,Purchase of Subway Cars,Purchase of Subway Cars,5124,16456,27646,117159,64629,63823,82583,79393,0,0,456813,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchases of Buses,Purchase of Buses - SI,13892,611,0,0,0,0,0,0,0,0,14503,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Purchases of Buses,Purchase of Buses - SI,0,0,611,611,611,611,611,611,611,611,4888,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Purchases of Buses,Purchases of Buses,266658,158048,159497,0,0,0,0,0,0,0,584203,CW,City Wide,State of Good Repair
Toronto Transit Commission,Purchases of Buses,Purchases of Buses - SOGR,0,0,2068,8132,0,0,0,0,0,0,10200,CW,City Wide,State of Good Repair
Toronto Transit Commission,Queensway Bus Garage Renovations,Queensway Bus Garage Renovations - SOGR,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Toronto Transit Commission,Rail Non-Revenue Vehicle Overhaul,Rail Non-Revenue Vehicle Overhaul - SOGR,4184,7388,7187,6360,3821,1779,1375,761,1918,784,35557,CW,City Wide,State of Good Repair
Toronto Transit Commission,Safety Program,Safety Program - H&S,975,1000,1000,1000,1000,1000,1000,1000,1000,1000,9975,CW,City Wide,Health and Safety
Toronto Transit Commission,Signal Systems - Various,Signal Systems - SOGR,15037,17951,13871,12361,2597,0,0,0,0,0,61817,CW,City Wide,State of Good Repair
Toronto Transit Commission,Signal Systems - Various,Signal Systems - Various,0,0,0,0,7955,5624,3576,3770,4005,3388,28318,CW,City Wide,State of Good Repair
Toronto Transit Commission,Streetcar Overhaul Program,Streetcar Overhaul Program - SOGR,5551,11243,13216,8373,620,0,0,0,0,0,39003,CW,City Wide,State of Good Repair
Toronto Transit Commission,Streetcar Overhaul Program,Streetcar Overhaul Program- H&S,946,4029,4033,0,0,0,0,0,0,0,9008,CW,City Wide,Health and Safety
Toronto Transit Commission,Streetcar Overhaul Program,Streetcar Overhaul Program- SI,0,2257,0,0,0,0,0,0,0,0,2257,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Subway Car Overhaul Program,Subway Car Overhaul Legislated,130,5231,4660,1782,0,0,0,0,0,0,11803,CW,City Wide,Legislated
Toronto Transit Commission,Subway Car Overhaul Program,Subway Car Overhaul Program - SOGR,27402,42088,30697,28483,15806,8205,10000,22460,0,0,185141,CW,City Wide,State of Good Repair
Toronto Transit Commission,Subway Track,Subway Track - SOGR,27421,32195,32889,35064,35316,34872,34243,34666,35905,33829,336400,CW,City Wide,State of Good Repair
Toronto Transit Commission,Subway Track,Subway Track Improvement,59,0,0,0,0,0,0,0,0,0,59,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Surface Track,Surface Track - SOGR,29366,50323,52222,36401,28864,35000,35296,26417,28871,27978,350738,CW,City Wide,State of Good Repair
Toronto Transit Commission,Surface Track,Surface Track (Serv Impr),9591,352,0,0,0,0,0,0,0,0,9943,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Surface Track,Surface Track Improvement,6149,5584,18820,30322,33459,11199,0,0,0,0,105533,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Tools and Shop Equipment,Tools & Shop Equipment- SOGR,0,0,2609,2847,1824,1764,1644,1561,2021,1768,16038,CW,City Wide,State of Good Repair
Toronto Transit Commission,Tools and Shop Equipment,Tools and Shop Equipment - SOGR,4219,3246,0,0,0,0,0,0,0,0,7465,CW,City Wide,State of Good Repair
Toronto Transit Commission,Toronto Rocket Yard & Storage Track Accommodation,Toronto Rocket Yard - Storage Track Accommodation,23928,37179,39520,22908,11562,0,0,0,0,0,135097,CW,City Wide,State of Good Repair
Toronto Transit Commission,Toronto Rocket Yard & Storage Track Accommodation,Toronto Rocket Yard & Tail Track Accomodation,0,0,0,0,3481,0,0,0,0,0,3481,CW,City Wide,State of Good Repair
Toronto Transit Commission,Traction Power - Various,Traction Power - SOGR,25323,30810,29513,24670,25492,24717,24957,26746,27754,27570,267552,CW,City Wide,State of Good Repair
Toronto Transit Commission,Traction Power - Various,Traction Power - Various (Serv Impr),2841,2215,0,0,0,0,0,0,0,0,5056,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Transit Shelters & Loops,Transit Shelters & Loops - SOGR,545,545,0,0,0,0,0,0,0,0,1090,CW,City Wide,State of Good Repair
Toronto Transit Commission,Transit Shelters & Loops,Transit Shelter & Loops SOGR,0,0,545,545,545,545,545,565,652,665,4607,CW,City Wide,State of Good Repair
Toronto Transit Commission,Warehouse Consolidation,Warehouse Consolidation  - SI,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Service Improvement and Enhancement
Toronto Transit Commission,Warehouse Consolidation,Warehouse Consolidation - SOGR,64,0,0,0,0,0,0,0,0,0,64,CW,City Wide,State of Good Repair
Toronto Transit Commission,Yards and Roads - Various,Yards and Roads - Legislated,1369,952,0,0,0,0,0,0,0,0,2321,CW,City Wide,Legislated
Toronto Transit Commission,Yonge Bloor Capacity Improvements,Yonge Bloor Capacity Improvements,65117,26000,132000,154000,198550,198550,198550,198550,179000,100038,1450355,CW,City Wide,Service Improvement and Enhancement
Toronto Zoo,Ravens Roost,Ravens Roost,0,0,0,1000,5471,0,0,0,0,0,6471,CW,City Wide,Growth Related
Toronto Zoo,Savanna Indoor Winter Holding & Viewing,Savanna Indoor Winter Holding & Viewing - Constru,0,0,10000,4000,0,0,0,0,0,0,14000,CW,City Wide,Service Improvement and Enhancement
Toronto Zoo,Savanna Indoor Winter Holding & Viewing,Savanna Indoor Winter Holding & Viewing - Design,0,1000,0,0,0,0,0,0,0,0,1000,CW,City Wide,Service Improvement and Enhancement
Toronto Zoo,Building & Services Refurbishment,Building & Services Refurbishment (Current),3400,725,0,0,0,0,0,0,0,0,4125,CW,City Wide,State of Good Repair
Toronto Zoo,Building & Services Refurbishment,Building & Services Refurbishment (Future Years),0,2175,2500,2500,2500,2500,2500,2500,1500,1000,19675,CW,City Wide,State of Good Repair
Toronto Zoo,Carolian Forest Boardwalk,Carolian Forest Boardwalk,0,0,0,0,225,500,0,0,0,0,725,CW,City Wide,Service Improvement and Enhancement
Toronto Zoo,Discovery Zone Refurbishment,4-Season Play & Programs,0,0,0,0,0,0,1666,1176,0,0,2842,CW,City Wide,Service Improvement and Enhancement
Toronto Zoo,Discovery Zone Refurbishment,Water Play Expansion,0,0,0,0,0,195,195,0,0,0,390,CW,City Wide,Service Improvement and Enhancement
Toronto Zoo,Discovery Zone Refurbishment,Wildlife Program Improvements,0,0,0,0,223,601,923,0,0,0,1747,CW,City Wide,Service Improvement and Enhancement
Toronto Zoo,Exhibit Refurbishment,Exhibit Refurbishment (Current),2250,400,0,0,0,0,0,0,0,0,2650,CW,City Wide,State of Good Repair
Toronto Zoo,Exhibit Refurbishment,Exhibit Refurbishment (Future Years),0,1200,1288,1288,600,600,600,600,300,300,6776,CW,City Wide,State of Good Repair
Toronto Zoo,Grounds and Visitor Improvements,Ground and Visitors Improvements (Future Years),0,2100,1300,1200,1200,1200,1200,1200,600,600,10600,CW,City Wide,State of Good Repair
Toronto Zoo,Grounds and Visitor Improvements,Grounds and Visitor Improvement (Current),2100,700,0,0,0,0,0,0,0,0,2800,CW,City Wide,State of Good Repair
Toronto Zoo,Information Systems,Information Systems (Current),1450,300,0,0,0,0,0,0,0,0,1750,CW,City Wide,State of Good Repair
Toronto Zoo,Information Systems,Information Systems (Future Years),0,900,1200,1200,1200,1200,1200,750,550,300,8500,CW,City Wide,State of Good Repair
Toronto Zoo,Rhino Ridge,Rhino Ridge,0,0,0,0,0,0,0,300,2312,0,2612,CW,City Wide,State of Good Repair
Toronto Zoo,Welcome Area Redesign,Welcome Area - Phase B Construction,0,10172,7500,0,0,0,0,0,0,0,17672,CW,City Wide,State of Good Repair
Toronto Zoo,Welcome Area Redesign,Welcome Aread - Phase A Construction,4250,6172,0,0,0,0,0,0,0,0,10422,CW,City Wide,State of Good Repair
Toronto Zoo,Wilderness North/Canadian Pavilion,Canadian Pavilion - Construction,0,0,0,0,0,0,5700,4626,0,0,10326,CW,City Wide,State of Good Repair
Toronto Zoo,Wilderness North/Canadian Pavilion,Wilderness North - Construction,0,0,0,0,0,0,0,0,2000,10000,12000,CW,City Wide,State of Good Repair
Toronto Zoo,Wilderness North/Canadian Pavilion,Wilderness North/Canadian Pavilion - Design,0,0,0,0,0,1000,0,0,0,0,1000,CW,City Wide,State of Good Repair
Toronto Zoo,Winter Zoomobile,Winter Zoomobile (2022-2024),0,0,500,1500,0,0,0,0,0,0,2000,CW,City Wide,Service Improvement and Enhancement
Transit Studies,Transit Projects,Waterfront Transit,7093,33292,373,115,0,0,0,0,0,0,40873,CW,City Wide,Growth Related
Transportation Services,Beecroft Exterion,2022 Commitment Adjustment,500,20240,0,0,0,0,0,0,0,0,20740,18,Willowdale,Growth Related
Transportation Services,Broadview Extension,2021 Final Year end Adjustment,170,0,0,0,0,0,0,0,0,0,170,14,Toronto-Danforth,Growth Related
Transportation Services,Broadview Extension,2022 Commitment Adjustment,-4510,4510,0,0,0,0,0,0,0,0,0,14,Toronto-Danforth,Growth Related
Transportation Services,Broadview Extension,Broadview Extension Property Acquisition,4340,0,0,0,0,0,0,0,0,0,4340,14,Toronto-Danforth,Growth Related
Transportation Services,City Bridge Rehabilitation,2018 Adjustment - ECS,-533,-542,-549,-557,-566,0,0,0,0,0,-2747,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,2019 Adjustment Commitments,0,28497,0,0,0,0,0,0,0,0,28497,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,2020 Adjustment Commitments,0,0,28936,0,0,0,0,0,0,0,28936,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,2021 Adjustment Commitments,0,0,0,29382,0,0,0,0,0,0,29382,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,DMAF Culvert,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,2017 Recast Capital Budget,-5438,0,0,0,0,0,0,0,0,0,-5438,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,2018 City Bridge Committed Cash Flow 2023 to 2027,0,7124,7234,7345,7459,7459,0,0,0,0,36621,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,2021 Adjustment Commitments,27454,19921,34379,0,0,0,0,0,0,0,81754,CW,City Wide,Health and Safety
Transportation Services,City Bridge Rehabilitation,2022 Adjustment Commitments,-10000,10000,0,0,29834,0,0,0,0,0,29834,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,2023 to 2027 City Bridge Cash Flow Request,0,0,0,0,0,29834,37852,38420,38996,39581,184683,CW,City Wide,State of Good Repair
Transportation Services,City Bridge Rehabilitation,City Bridge Rehab 2017 to 2026,48517,15000,0,0,0,0,0,0,0,0,63517,CW,City Wide,State of Good Repair
Transportation Services,Critical Interim Road Rehabilitation Pool,2020 Adjustment Commitments,7000,0,0,0,0,0,0,0,0,0,7000,CW,City Wide,State of Good Repair
Transportation Services,Critical Interim Road Rehabilitation Pool,2020 Adjustmnet Plan,0,0,0,8618,8748,0,0,0,0,0,17366,CW,City Wide,State of Good Repair
Transportation Services,Critical Interim Road Rehabilitation Pool,2021 Adjustment Commitments,0,9607,0,0,0,0,0,0,0,0,9607,CW,City Wide,State of Good Repair
Transportation Services,Critical Interim Road Rehabilitation Pool,2022 Adjustment Commitments,-1000,0,8491,0,0,0,0,0,0,0,7491,CW,City Wide,State of Good Repair
Transportation Services,Cycling Infrastructure,2017 to 2026 Cycling Infrastructure,0,0,0,0,0,0,10000,10000,10000,10000,40000,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Cycling Infrastructure,2019 Adjustment Commitments,8303,0,0,0,0,0,0,0,0,0,8303,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Cycling Infrastructure,2021 Adjustment Commitments,0,8303,8303,0,0,0,0,0,0,0,16606,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Cycling Infrastructure,2022 Adjustment Commitments,11697,11697,11697,20000,20000,18000,0,0,0,0,93091,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Ditch Rehabilitation and Culvert Reconstruction,2020 Adjustment Commitments,1000,0,0,0,0,0,0,0,0,0,1000,CW,City Wide,State of Good Repair
Transportation Services,Ditch Rehabilitation and Culvert Reconstruction,2021 Adjustment Commitments,0,420,0,0,0,0,0,0,0,0,420,CW,City Wide,State of Good Repair
Transportation Services,Ditch Rehabilitation and Culvert Reconstruction,2022 Adjustment Commitments,0,200,800,0,0,0,0,0,0,0,1000,CW,City Wide,State of Good Repair
Transportation Services,Ditch Rehabilitation and Culvert Reconstruction,2018 to 2027 Ditch Rehab & Culvert Recon,0,0,0,1000,1000,1000,1000,1000,1000,1000,7000,CW,City Wide,State of Good Repair
Transportation Services,Don Mills Crossing Bridge,2022 Submision,0,0,4500,0,0,0,0,0,0,0,4500,16,Don Valley East,Growth Related
Transportation Services,Don Valley Parkway Rehabilitation,2020 Adjustment Commitments,2558,0,0,0,0,0,0,0,0,0,2558,CW,City Wide,State of Good Repair
Transportation Services,Don Valley Parkway Rehabilitation,2021 Adjustment Commitments,0,2558,0,0,0,0,0,0,0,0,2558,CW,City Wide,State of Good Repair
Transportation Services,Don Valley Parkway Rehabilitation,2022 Adjustment Commitments,-1558,0,2558,2558,0,0,0,0,0,0,3558,CW,City Wide,State of Good Repair
Transportation Services,Don Valley Parkway Rehabilitation,2018 Don Valley Future 2018 - 2027,0,0,0,0,2558,2558,2558,2558,2558,2558,15348,CW,City Wide,State of Good Repair
Transportation Services,Dufferin Street Bridge Rehabilitation,2018 to 2023 Accelerated Cash Flow,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Transportation Services,Dufferin Street Bridge Rehabilitation,2022 Commitment Adjustment,1080,1080,492,182,567,0,0,0,0,0,3401,CW,City Wide,State of Good Repair
Transportation Services,Dunn and Dowling Bridges,2022 Submision,0,1500,0,0,0,0,0,0,0,0,1500,4,Parkdale-High Park,State of Good Repair
Transportation Services,Eglinton Connects LRT,2020 Adjustment Commitments,6000,9000,0,0,0,0,0,0,0,0,15000,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Eglinton Connects LRT,2022 Adjustment Commitments,-6000,6000,0,0,0,0,0,0,0,0,0,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Emery Village Improvements,2020 Detailed Design and Yard Reconstruction,696,0,0,0,0,0,0,0,0,0,696,CW,City Wide,Growth Related
Transportation Services,Emery Village Improvements,2021 Adjustment Commitments,854,0,0,0,0,0,0,0,0,0,854,CW,City Wide,Growth Related
Transportation Services,Emery Village Improvements,2022 Commitment Adjustment,-1550,1550,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
Transportation Services,Engineering Studies,2018 to 2027 Engineering Studies,0,0,0,0,0,3038,0,0,0,0,3038,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Engineering Studies,2019 Adjustment Commitmnets,5038,0,0,0,0,0,0,0,0,0,5038,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Engineering Studies,2021 Adjustment Commitments,0,3038,3038,0,0,0,0,0,0,0,6076,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Engineering Studies,2022 Commitment Adjustment,-1000,1000,0,3038,3038,0,0,0,0,0,6076,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Engineering Studies,Broadview 2022 Adjustments,-750,750,0,0,0,0,0,0,0,0,0,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Engineering Studies,Broadview Extension and Commissioners EA,950,0,0,0,0,0,0,0,0,0,950,14,Toronto-Danforth,Service Improvement and Enhancement
Transportation Services,F. G. Gardiner Rehabilitation Program,Program Management,11550,11550,0,0,0,0,0,0,0,0,23100,CW,City Wide,State of Good Repair
Transportation Services,F. G. Gardiner Rehabilitation Program,2018 - 2026 FGG AFP Plan B EX20.14,135490,63510,0,122170,0,0,0,0,0,0,321170,CW,City Wide,State of Good Repair
Transportation Services,F. G. Gardiner Rehabilitation Program,2021 Adjustment Commitments,34908,60938,215992,170877,0,0,0,0,0,0,482715,CW,City Wide,State of Good Repair
Transportation Services,F. G. Gardiner Rehabilitation Program,2021 Adjustment Commitments (2),0,0,0,0,437175,386197,305274,111882,85000,0,1325528,CW,City Wide,State of Good Repair
Transportation Services,F. G. Gardiner Rehabilitation Program,2021 Final Year end Adjustment,-2467,0,0,0,0,0,0,0,0,0,-2467,CW,City Wide,State of Good Repair
Transportation Services,F. G. Gardiner Rehabilitation Program,2022 Commitment Adjustment,-130780,7513,-7604,-99547,0,0,0,0,0,0,-230418,CW,City Wide,State of Good Repair
Transportation Services,F.G. Gardiner - Critical Repairs,2018 F.Gardiner Adjust Cash Flow,3500,3500,3500,0,0,0,0,0,0,0,10500,CW,City Wide,State of Good Repair
Transportation Services,F.G. Gardiner - Critical Repairs,2022 Commitment Adjustment,1500,1500,1500,5000,0,0,0,0,0,0,9500,CW,City Wide,State of Good Repair
Transportation Services,Facility Improvements,2020 Adjustment Commitments,0,1859,0,0,0,0,0,0,0,0,1859,CW,City Wide,State of Good Repair
Transportation Services,Facility Improvements,2021 Adjustment Commitments,3344,0,0,0,0,0,0,0,0,0,3344,CW,City Wide,State of Good Repair
Transportation Services,Facility Improvements,2022 Adjustment Commitments,-2344,2344,0,0,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Transportation Services,Glen Road Pedestrian Bridge,2020 Adjustment Commitments,3800,4708,0,0,0,0,0,0,0,0,8508,11,University-Rosedale,Health and Safety
Transportation Services,Glen Road Pedestrian Bridge,2021 Adjustment Commitments,0,378,0,2000,0,0,0,0,0,0,2378,11,University-Rosedale,Health and Safety
Transportation Services,Glen Road Pedestrian Bridge,2022 Adjustment Commitments,0,4372,0,200,0,0,0,0,0,0,4572,11,University-Rosedale,Health and Safety
Transportation Services,Glen Road Pedestrian Bridge,2018 Glen Road Ped Bridge Increase,0,42,0,0,0,0,0,0,0,0,42,11,University-Rosedale,Health and Safety
Transportation Services,GO Transit Expansion City Share,2019 RER Steeles/Kennedy,0,0,0,0,0,0,0,0,0,0,0,22,Scarborough-Agincourt,Growth Related
Transportation Services,GO Transit Expansion City Share,2021 Adjustment Commitments,0,22000,0,0,0,0,0,0,0,0,22000,CW,City Wide,Growth Related
Transportation Services,GO Transit Expansion City Share,2022 Commitment Adjustment,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
Transportation Services,Guide Rail Program,2021 Adjustment Commitment,800,1100,0,0,0,0,0,0,0,0,1900,CW,City Wide,Health and Safety
Transportation Services,Guide Rail Program,2022 Adjustment Commitment,0,0,1000,0,0,0,0,0,0,0,1000,CW,City Wide,Health and Safety
Transportation Services,Housing Now Site,Propperty Acuqisition,0,1200,0,0,0,0,0,0,0,0,1200,16,Don Valley East,Service Improvement and Enhancement
Transportation Services,IT EWMS Improvement,2021 Adjustment Commitments,-4062,-1383,-340,-340,0,0,0,0,0,0,-6125,CW,City Wide,Service Improvement and Enhancement
Transportation Services,IT EWMS Improvement,IT EWMS Improvement,4062,1383,340,340,0,0,0,0,0,0,6125,CW,City Wide,Service Improvement and Enhancement
Transportation Services,John Street Revitalization Project,2019 Adjustment - Phase 1b Cash Flows + Utility Re,0,24230,0,0,0,0,0,0,0,0,24230,10,Spadina-Fort York,Growth Related
Transportation Services,John Street Revitalization Project,2020 Adjustment Commitments,0,13923,13927,0,0,0,0,0,0,0,27850,10,Spadina-Fort York,Growth Related
Transportation Services,John Street Revitalization Project,2021 Adjustment Commitments,0,-16168,-2094,12500,0,0,0,0,0,0,-5762,10,Spadina-Fort York,Growth Related
Transportation Services,John Street Revitalization Project,2022 Commitment Adjustment,0,0,0,1400,0,0,0,0,0,0,1400,10,Spadina-Fort York,Growth Related
Transportation Services,King Liberty Cycling Pedestrian Bridge,2019 Adjustment Commitments,0,800,0,0,0,0,0,0,0,0,800,15,Don Valley West,Growth Related
Transportation Services,King Liberty Cycling Pedestrian Bridge,2021 Final Year end Adjustment,0,433,0,0,0,0,0,0,0,0,433,15,Don Valley West,Growth Related
Transportation Services,King Liberty Cycling Pedestrian Bridge,2022 Commitment Adjustment,0,400,0,0,0,0,0,0,0,0,400,15,Don Valley West,Growth Related
Transportation Services,King Street Transit Priority Corridor,2020 Adjustment Plan,0,0,360,0,0,0,0,0,0,0,360,CW,City Wide,Service Improvement and Enhancement
Transportation Services,King Street Transit Priority Corridor,2020 Adjustment Commitments,0,1360,0,0,0,0,0,0,0,0,1360,CW,City Wide,Service Improvement and Enhancement
Transportation Services,Laneways,2017 Recast Capital Budget,82,0,0,0,0,0,0,0,0,0,82,CW,City Wide,State of Good Repair
Transportation Services,Laneways,2018 Laneways Cash Flow for 2023 to 2027,0,0,0,0,0,2027,2062,2103,1445,1474,9111,CW,City Wide,State of Good Repair
Transportation Services,Laneways,2020 Adjustment Commitments,0,1910,1239,0,0,0,0,0,0,0,3149,CW,City Wide,State of Good Repair
Transportation Services,Laneways,2021 Adjustment Commitments,0,0,700,1968,0,0,0,0,0,0,2668,CW,City Wide,State of Good Repair
Transportation Services,Laneways,2022 Adjustment Commitments,0,0,0,0,1998,0,0,0,0,0,1998,CW,City Wide,State of Good Repair
Transportation Services,Laneways,Laneways 2016 & Future,1800,0,0,0,0,0,0,0,0,0,1800,CW,City Wide,State of Good Repair
